First Investment Day,Last Investment Day,Return (%)
1965-12-13,1980-12-08,36.64603897233942
1966-01-12,1981-01-07,41.0485279390981
1966-02-11,1981-02-06,36.15108740536937
1966-03-14,1981-03-06,35.167953747769445
1966-04-12,1981-04-07,39.08021337338181
1966-05-12,1981-05-07,36.54970743004971
1966-06-13,1981-06-05,36.81750436392308
1966-07-11,1981-07-06,31.51340084510519
1966-08-10,1981-08-05,36.700820232032186
1966-09-09,1981-09-04,23.474838154641855
1966-10-10,1981-10-02,22.44792594409067
1966-11-09,1981-11-03,27.65270941978076
1966-12-08,1981-12-03,27.658054725378967
1967-01-09,1981-12-31,24.87593302120226
1967-02-06,1982-02-01,19.642700653111913
1967-03-08,1982-03-03,12.5074359223126
1967-04-07,1982-04-02,16.604994079581754
1967-05-08,1982-04-30,17.867947718289702
1967-06-06,1982-06-01,12.853276766358663
1967-07-06,1982-07-01,9.7359528305677
1967-08-07,1982-07-30,8.048355761970075
1967-09-05,1982-08-30,18.62493916099411
1967-10-04,1982-09-29,22.480874820102386
1967-11-03,1982-10-29,34.50225865747489
1967-12-04,1982-11-26,35.400736352092075
1968-01-02,1982-12-28,41.0548900436036
1968-02-01,1983-01-27,44.307402635399434
1968-03-04,1983-02-25,49.47460433632865
1968-04-01,1983-03-28,51.180471012211235
1968-05-01,1983-04-27,60.34448924500102
1968-05-31,1983-05-27,62.99536936809416
1968-07-01,1983-06-24,68.50688420607348
1968-07-30,1983-07-26,68.26868250844085
1968-08-29,1983-08-25,58.332896545177384
1968-09-30,1983-09-23,66.45876264788805
1968-10-28,1983-10-24,62.65307335955082
1968-11-27,1983-11-23,63.24035660588416
1968-12-27,1983-12-23,59.31539343085004
1969-01-27,1984-01-20,61.93013705595646
1969-02-25,1984-02-21,50.390313330397916
1969-03-27,1984-03-22,52.02401511172548
1969-04-28,1984-04-19,52.998351361817086
1969-05-26,1984-05-21,49.497051522113445
1969-06-25,1984-06-20,49.392656684090106
1969-07-25,1984-07-20,44.031469218022615
1969-08-25,1984-08-17,57.67165305924712
1969-09-23,1984-09-18,60.62847143873409
1969-10-23,1984-10-18,60.60175148787829
1969-11-24,1984-11-16,56.43035527960608
1969-12-22,1984-12-17,55.577221677427424
1970-01-21,1985-01-16,62.34732039366164
1970-02-20,1985-02-15,71.63555720958291
1970-03-23,1985-03-15,66.30209829484097
1970-04-21,1985-04-16,70.16402279549587
1970-05-21,1985-05-16,73.88804749945108
1970-06-22,1985-06-14,74.37103243352762
1970-07-20,1985-07-15,78.68169954887664
1970-08-19,1985-08-14,72.96747779940318
1970-09-18,1985-09-13,68.01372890358131
1970-10-19,1985-10-11,68.60697447596844
1970-11-17,1985-11-12,80.48916172798782
1970-12-17,1985-12-12,87.53513283222686
1971-01-18,1986-01-10,86.08557844459409
1971-02-16,1986-02-10,94.62485367244332
1971-03-17,1986-03-12,108.50928117592356
1971-04-16,1986-04-11,110.81110601507962
1971-05-17,1986-05-09,111.81255064375604
1971-06-15,1986-06-10,112.5771832963245
1971-07-15,1986-07-10,114.8217394156036
1971-08-16,1986-08-08,108.60303801903908
1971-09-13,1986-09-08,117.66855913694994
1971-10-13,1986-10-08,106.86756062144755
1971-11-12,1986-11-07,114.00466004411764
1971-12-13,1986-12-05,117.71997291431586
1972-01-11,1987-01-06,118.23048267461043
1972-02-10,1987-02-05,141.772442155281
1972-03-13,1987-03-06,148.98846972238314
1972-04-10,1987-04-06,157.64817611495624
1972-05-10,1987-05-06,151.21261109965883
1972-06-09,1987-06-05,148.55580357564685
1972-07-10,1987-07-02,157.84062736889567
1972-08-08,1987-08-04,165.68392569059185
1972-09-07,1987-09-03,167.99407189783105
1972-10-09,1987-10-02,173.48656833235285
1972-11-06,1987-11-02,112.45135009014331
1972-12-06,1987-12-02,93.34524240030996
1973-01-05,1987-12-31,104.59999888941545
1973-02-05,1988-01-29,112.24479427888959
1973-03-06,1988-03-01,119.20939555151688
1973-04-05,1988-03-31,112.31532589639035
1973-05-07,1988-04-29,113.50335082527123
1973-06-04,1988-05-27,106.31812250949014
1973-07-05,1988-06-29,119.73291491610152
1973-08-03,1988-07-29,119.65198461674618
1973-09-04,1988-08-26,108.86286532828704
1973-10-02,1988-09-27,114.90735076728238
1973-11-01,1988-10-27,121.28506102918857
1973-12-03,1988-11-25,112.41801182005989
1973-12-31,1988-12-23,120.15752449434723
1974-01-30,1989-01-25,128.03991403155487
1974-03-01,1989-02-24,124.93269363838691
1974-04-01,1989-03-23,125.26056473480497
1974-04-30,1989-04-25,138.42221171109935
1974-05-30,1989-05-25,146.79833168688484
1974-07-01,1989-06-23,151.47176648995736
1974-07-29,1989-07-24,155.1174835483276
1974-08-28,1989-08-23,162.02500479195555
1974-09-27,1989-09-22,161.87729954500495
1974-10-28,1989-10-20,159.26421359586647
1974-11-26,1989-11-21,151.64508216128615
1974-12-26,1989-12-21,153.3200711639742
1975-01-27,1990-01-19,146.7441195515354
1975-02-24,1990-02-16,140.08121124407657
1975-03-26,1990-03-21,143.3908137790586
1975-04-25,1990-04-20,138.30977001147212
1975-05-27,1990-05-18,150.4633838715209
1975-06-24,1990-06-19,151.48481412759517
1975-07-24,1990-07-19,154.82189474066473
1975-08-25,1990-08-17,127.24092008892917
1975-09-22,1990-09-17,118.75695330438354
1975-10-22,1990-10-17,104.08333833812857
1975-11-21,1990-11-16,115.2322602258715
1975-12-22,1990-12-14,120.41323983016518
1976-01-20,1991-01-15,109.9959896534062
1976-02-19,1991-02-14,142.3320829227718
1976-03-22,1991-03-15,147.07403116286238
1976-04-19,1991-04-15,150.59257358354054
1976-05-19,1991-05-15,140.81912868207536
1976-06-18,1991-06-14,148.16070331945514
1976-07-19,1991-07-12,145.3540271846093
1976-08-17,1991-08-13,149.85991821667503
1976-09-16,1991-09-12,146.87651085839664
1976-10-18,1991-10-11,141.71713950495518
1976-11-15,1991-11-11,147.59420935183846
1976-12-15,1991-12-11,136.2894001094535
1977-01-14,1992-01-10,158.11685062817153
1977-02-14,1992-02-07,154.03386863668624
1977-03-15,1992-03-10,149.72311525476533
1977-04-14,1992-04-09,144.22479767926032
1977-05-16,1992-05-08,151.8872379249998
1977-06-13,1992-06-08,148.4667973394991
1977-07-13,1992-07-08,144.88038410090175
1977-08-12,1992-08-07,148.26360973401924
1977-09-12,1992-09-04,145.41620070375728
1977-10-11,1992-10-06,137.83301251929814
1977-11-10,1992-11-05,142.37379984212072
1977-12-12,1992-12-04,148.38502886535915
1978-01-09,1993-01-04,148.36702542420815
1978-02-08,1993-02-03,152.91511853775222
1978-03-10,1993-03-05,150.0889856413356
1978-04-10,1993-04-02,145.17896331126107
1978-05-09,1993-05-04,144.5461859659445
1978-06-08,1993-06-03,147.06498428553334
1978-07-10,1993-07-02,141.51964422386305
1978-08-07,1993-08-02,141.7274860520244
1978-09-06,1993-09-01,146.7499545598038
1978-10-06,1993-10-01,143.8743849414058
1978-11-06,1993-10-29,146.24751666110683
1978-12-05,1993-11-30,140.8883475291691
1979-01-04,1993-12-30,142.30279321277845
1979-02-05,1994-01-28,145.42850406942048
1979-03-05,1994-02-28,137.36537841834723
1979-04-04,1994-03-30,124.36184132625439
1979-05-04,1994-04-29,125.21550866700312
1979-06-04,1994-05-27,126.45575075717426
1979-07-03,1994-06-28,118.92416341672696
1979-08-02,1994-07-28,121.02916482932184
1979-09-04,1994-08-26,128.5893037454677
1979-10-01,1994-09-26,120.48521549603561
1979-10-31,1994-10-26,120.83292176756622
1979-11-30,1994-11-25,113.89877614160075
1979-12-31,1994-12-23,115.59051663345146
1980-01-29,1995-01-24,116.41650623692723
1980-02-28,1995-02-23,124.46654179700349
1980-03-31,1995-03-24,129.30547215626308
1980-04-28,1995-04-24,132.45971072090214
1980-05-28,1995-05-24,137.22477637598604
1980-06-27,1995-06-23,144.42905889758052
1980-07-28,1995-07-21,143.94746652408747
1980-08-26,1995-08-22,144.47974543955917
1980-09-25,1995-09-21,152.62967113423616
1980-10-27,1995-10-20,152.58381460227181
1980-11-24,1995-11-20,154.4356683295371
1980-12-24,1995-12-20,156.46568781097665
1981-01-23,1996-01-19,157.13184561852088
1981-02-23,1996-02-16,170.12647059721786
1981-03-24,1996-03-19,169.35072924720168
1981-04-23,1996-04-18,163.96580496664333
1981-05-26,1996-05-17,172.14652952075107
1981-06-22,1996-06-17,168.4130338561299
1981-07-22,1996-07-17,153.78671301343724
1981-08-21,1996-08-16,163.95226103950876
1981-09-21,1996-09-13,167.85061403093562
1981-10-20,1996-10-15,173.68559387635554
1981-11-19,1996-11-14,183.9536715098976
1981-12-21,1996-12-13,178.4285501147017
