First Investment Day,Last Investment Day,Return (%)
1955-02-09,1975-02-03,4.678089521650268
1955-03-11,1975-03-05,28.79378789786197
1955-04-11,1975-04-04,12.966011443000177
1955-05-10,1975-05-02,48.77491887423679
1955-06-09,1975-06-03,64.70105638953592
1955-07-11,1975-07-03,69.82197216697466
1955-08-08,1975-08-01,36.16173316658155
1955-09-07,1975-08-29,29.191812231674234
1955-10-07,1975-10-01,10.732540169680046
1955-11-07,1975-10-31,35.004638439107985
1955-12-06,1975-11-28,43.797589472255794
1956-01-05,1975-12-30,35.50862771522167
1956-02-06,1976-01-29,85.39994984306756
1956-03-05,1976-02-27,80.90459275254337
1956-04-04,1976-03-29,93.82778706729817
1956-05-04,1976-04-28,90.4209092475892
1956-06-04,1976-05-28,78.03907900785308
1956-07-03,1976-06-25,95.44725187160282
1956-08-02,1976-07-27,92.39679739620833
1956-09-04,1976-08-26,79.13471493594831
1956-10-01,1976-09-24,107.82549585640588
1956-10-31,1976-10-25,69.91032698385678
1956-11-30,1976-11-24,80.00681553144643
1956-12-31,1976-12-23,91.02506082148723
1957-01-29,1977-01-21,81.04106759222175
1957-02-28,1977-02-22,64.97765334499218
1957-04-01,1977-03-24,57.69109803521387
1957-04-29,1977-04-22,50.93530349649581
1957-05-29,1977-05-23,47.832956686234574
1957-06-28,1977-06-22,56.98891582754173
1957-07-29,1977-07-22,61.20829298486444
1957-08-27,1977-08-19,41.19583360138247
1957-09-26,1977-09-20,33.06133169366346
1957-10-28,1977-10-20,18.780208007014018
1957-11-25,1977-11-18,26.83240598545184
1957-12-26,1977-12-19,14.873293714128266
1958-01-24,1978-01-18,4.931220314387586
1958-02-24,1978-02-17,-5.165051451576114
1958-03-25,1978-03-17,0.41012620884069584
1958-04-24,1978-04-18,9.531042546441313
1958-05-26,1978-05-18,26.56071191390327
1958-06-23,1978-06-16,20.026686532624048
1958-07-23,1978-07-17,19.535331504737883
1958-08-22,1978-08-16,44.42571878784251
1958-09-22,1978-09-15,40.31973175179167
1958-10-21,1978-10-13,40.84027690304392
1958-11-20,1978-11-14,-4.8026992649769555
1958-12-22,1978-12-14,5.497918347893393
1959-01-19,1979-01-12,17.622728743575742
1959-02-18,1979-02-12,10.781315353591248
1959-03-20,1979-03-14,15.014627250078805
1959-04-20,1979-04-12,22.049934405661684
1959-05-19,1979-05-11,9.236064881434796
1959-06-18,1979-06-12,23.578323995120986
1959-07-20,1979-07-12,22.170864256505144
1959-08-17,1979-08-10,35.14534610040735
1959-09-16,1979-09-10,41.17875948380626
1959-10-16,1979-10-10,28.58989947831767
1959-11-16,1979-11-09,14.132803958589179
1959-12-15,1979-12-07,34.33482448645358
1960-01-14,1980-01-08,38.66344445891337
1960-02-15,1980-02-07,67.13710003703054
1960-03-14,1980-03-07,27.985691146319287
1960-04-13,1980-04-07,3.3526737856099698
1960-05-13,1980-05-07,24.801057039057785
1960-06-13,1980-06-06,45.12262144828952
1960-07-12,1980-07-03,60.606026973273416
1960-08-11,1980-08-05,72.558880658951
